날짜,월,일,평균기온,평균습도,평균풍속,일조시간,일조량,북위,해발고도,풍속계높이,u_2,P,Δ,γ (gamma),,,,,e_s,e_a,e_s-e_a,J(<=6),J(>7),dr,δ,Φ,ω_s,Ra,N,Rs,Rso,Rs/Rso,R_ns,R_nl,Rn,G,0.408(Rn-G),,,PET_new,PET_old
1974-03-03,3 ,3 ,2.4,78.5,0.9,0,10.2,37.2,221.1,10.3,0.67 ,98.7 ,0.052 ,0.066 ,1.228 ,0.391 ,0.496 ,2.190 ,0.726 ,0.570 ,0.156 ,62 ,(1),1.016 ,-0.130 ,0.649 ,1.472 ,25.617 ,11.242 ,6.404 ,19.326 ,0.331 ,4.931 ,0.645 ,4.286 ,0,1.749 ,0.684 ,0.170 ,0.854 ,1.028
1974-03-04,3 ,4 ,4.1,86,0.9,1.9,20.12,37.2,221.1,10.3,0.67 ,98.7 ,0.058 ,0.066 ,1.228 ,0.417 ,0.475 ,2.176 ,0.819 ,0.704 ,0.115 ,63 ,(1),1.015 ,-0.123 ,0.649 ,1.477 ,25.856 ,11.282 ,8.641 ,19.506 ,0.443 ,6.654 ,1.599 ,5.055 ,0,2.062 ,0.859 ,0.119 ,0.978 ,1.574
1974-03-05,3 ,5 ,5.8,79.8,1.1,0.9,20.18,37.2,221.1,10.3,0.82 ,98.7 ,0.064 ,0.066 ,1.278 ,0.432 ,0.444 ,2.644 ,0.922 ,0.736 ,0.186 ,64 ,(1),1.015 ,-0.116 ,0.649 ,1.482 ,26.095 ,11.322 ,7.561 ,19.687 ,0.384 ,5.822 ,1.100 ,4.722 ,0,1.927 ,0.833 ,0.219 ,1.052 ,1.718
1974-03-06,3 ,6 ,7,85.5,1.2,0,9.23,37.2,221.1,10.3,0.89 ,98.7 ,0.069 ,0.066 ,1.304 ,0.446 ,0.425 ,2.872 ,1.002 ,0.857 ,0.145 ,65 ,(1),1.014 ,-0.110 ,0.649 ,1.487 ,26.335 ,11.362 ,6.584 ,19.868 ,0.331 ,5.070 ,0.619 ,4.451 ,0,1.816 ,0.809 ,0.177 ,0.987 ,1.117
1974-03-07,3 ,7 ,5.8,77.8,1.1,2.4,23.57,37.2,221.1,10.3,0.82 ,98.7 ,0.064 ,0.066 ,1.278 ,0.432 ,0.444 ,2.644 ,0.922 ,0.718 ,0.205 ,66 ,(1),1.014 ,-0.103 ,0.649 ,1.492 ,26.576 ,11.402 ,9.441 ,20.049 ,0.471 ,7.270 ,1.878 ,5.391 ,0,2.200 ,0.951 ,0.240 ,1.192 ,1.915
1974-03-08,3 ,8 ,5.7,78.5,1.3,7,39.09,37.2,221.1,10.3,0.97 ,98.7 ,0.064 ,0.066 ,1.329 ,0.421 ,0.435 ,3.126 ,0.916 ,0.719 ,0.197 ,67 ,(1),1.013 ,-0.096 ,0.649 ,1.498 ,26.817 ,11.442 ,14.907 ,20.231 ,0.737 ,11.479 ,4.230 ,7.248 ,0,2.957 ,1.246 ,0.268 ,1.514 ,2.72
1974-03-09,3 ,9 ,4.9,91,1.3,0,15.73,37.2,221.1,10.3,0.97 ,98.7 ,0.061 ,0.066 ,1.329 ,0.410 ,0.444 ,3.135 ,0.866 ,0.788 ,0.078 ,68 ,(1),1.013 ,-0.089 ,0.649 ,1.503 ,27.058 ,11.482 ,6.765 ,20.413 ,0.331 ,5.209 ,0.616 ,4.593 ,0,1.874 ,0.767 ,0.109 ,0.876 ,1.323
1974-03-10,3 ,10 ,0.8,54,4,9.8,38.91,37.2,221.1,10.3,2.98 ,98.7 ,0.047 ,0.066 ,2.013 ,0.262 ,0.367 ,9.789 ,0.647 ,0.350 ,0.298 ,69 ,(1),1.012 ,-0.082 ,0.649 ,1.508 ,27.299 ,11.522 ,18.434 ,20.595 ,0.895 ,14.194 ,6.098 ,8.096 ,0,3.303 ,0.864 ,1.070 ,1.933 ,2.45
1974-03-11,3 ,11 ,-4.5,58.5,4.2,7.1,39.8,37.2,221.1,10.3,3.13 ,98.7 ,0.033 ,0.066 ,2.063 ,0.196 ,0.390 ,10.482 ,0.437 ,0.256 ,0.182 ,70 ,(1),1.012 ,-0.075 ,0.649 ,1.514 ,27.541 ,11.563 ,15.341 ,20.777 ,0.738 ,11.812 ,4.447 ,7.366 ,0,3.005 ,0.590 ,0.741 ,1.331 ,1.837
1974-03-12,3 ,12 ,-4.4,42,4.3,7.5,38.06,37.2,221.1,10.3,3.20 ,98.7 ,0.033 ,0.066 ,2.089 ,0.195 ,0.385 ,10.727 ,0.441 ,0.185 ,0.256 ,71 ,(1),1.011 ,-0.068 ,0.649 ,1.519 ,27.782 ,11.603 ,15.924 ,20.960 ,0.760 ,12.262 ,4.836 ,7.426 ,0,3.030 ,0.592 ,1.056 ,1.649 ,2.059
1974-03-13,3 ,13 ,-3.4,61.3,1.3,8.8,41.37,37.2,221.1,10.3,0.97 ,98.7 ,0.036 ,0.066 ,1.329 ,0.290 ,0.534 ,3.231 ,0.475 ,0.291 ,0.184 ,72 ,(1),1.011 ,-0.061 ,0.649 ,1.524 ,28.024 ,11.644 ,17.596 ,21.142 ,0.832 ,13.549 ,5.311 ,8.237 ,0,3.361 ,0.974 ,0.318 ,1.291 ,1.991
1974-03-14,3 ,14 ,-0.2,76.8,1.3,7.8,34.23,37.2,221.1,10.3,0.97 ,98.7 ,0.044 ,0.066 ,1.329 ,0.335 ,0.501 ,3.193 ,0.602 ,0.462 ,0.140 ,73 ,(1),1.010 ,-0.054 ,0.649 ,1.529 ,28.265 ,11.684 ,16.500 ,21.323 ,0.774 ,12.705 ,4.629 ,8.077 ,0,3.295 ,1.103 ,0.223 ,1.326 ,1.935
1974-03-15,3 ,15 ,1.1,83.8,0.6,0,22.47,37.2,221.1,10.3,0.45 ,98.7 ,0.048 ,0.066 ,1.152 ,0.387 ,0.532 ,1.467 ,0.661 ,0.554 ,0.107 ,74 ,(1),1.010 ,-0.047 ,0.649 ,1.535 ,28.506 ,11.725 ,7.126 ,21.505 ,0.331 ,5.487 ,0.637 ,4.851 ,0,1.979 ,0.765 ,0.084 ,0.849 ,1.532
1974-03-16,3 ,16 ,2,87.5,1.6,3.6,27.62,37.2,221.1,10.3,1.19 ,98.7 ,0.050 ,0.066 ,1.405 ,0.354 ,0.460 ,3.899 ,0.706 ,0.617 ,0.088 ,75 ,(1),1.009 ,-0.040 ,0.649 ,1.540 ,28.746 ,11.766 ,11.584 ,21.687 ,0.534 ,8.920 ,2.399 ,6.521 ,0,2.661 ,0.941 ,0.158 ,1.099 ,1.727
1974-03-17,3 ,17 ,2.3,72.8,1.3,7.1,44.07,37.2,221.1,10.3,0.97 ,98.7 ,0.051 ,0.066 ,1.329 ,0.371 ,0.473 ,3.164 ,0.721 ,0.525 ,0.196 ,76 ,(1),1.009 ,-0.033 ,0.649 ,1.545 ,28.986 ,11.806 ,15.962 ,21.868 ,0.730 ,12.291 ,4.279 ,8.011 ,0,3.269 ,1.213 ,0.294 ,1.506 ,2.609
1974-03-18,3 ,18 ,1.3,56.8,4.8,10.5,36.7,37.2,221.1,10.3,3.57 ,98.7 ,0.048 ,0.066 ,2.215 ,0.249 ,0.339 ,11.726 ,0.671 ,0.381 ,0.290 ,77 ,(1),1.008 ,-0.026 ,0.649 ,1.551 ,29.225 ,11.847 ,20.257 ,22.048 ,0.919 ,15.598 ,6.281 ,9.317 ,0,3.801 ,0.948 ,1.152 ,2.100 ,2.419
1974-03-19,3 ,19 ,1.2,51,1.6,9.2,38.3,37.2,221.1,10.3,1.19 ,98.7 ,0.048 ,0.066 ,1.405 ,0.342 ,0.468 ,3.910 ,0.666 ,0.340 ,0.326 ,78 ,(1),1.007 ,-0.019 ,0.649 ,1.556 ,29.464 ,11.888 ,18.767 ,22.228 ,0.844 ,14.451 ,5.669 ,8.781 ,0,3.583 ,1.226 ,0.598 ,1.824 ,2.357
1974-03-20,3 ,20 ,2.3,72.8,1.6,4.7,21.74,37.2,221.1,10.3,1.19 ,98.7 ,0.051 ,0.066 ,1.405 ,0.358 ,0.457 ,3.894 ,0.721 ,0.525 ,0.196 ,79 ,(1),1.007 ,-0.012 ,0.649 ,1.561 ,29.702 ,11.929 ,13.277 ,22.408 ,0.593 ,10.223 ,3.030 ,7.193 ,0,2.935 ,1.051 ,0.349 ,1.400 ,1.626
1974-03-21,3 ,21 ,1,70.8,4.2,3.8,17.76,37.2,221.1,10.3,3.13 ,98.7 ,0.047 ,0.066 ,2.063 ,0.259 ,0.359 ,10.271 ,0.657 ,0.465 ,0.192 ,80 ,(1),1.006 ,-0.005 ,0.649 ,1.567 ,29.939 ,11.969 ,12.237 ,22.587 ,0.542 ,9.423 ,2.584 ,6.839 ,0,2.790 ,0.723 ,0.707 ,1.430 ,1.505
1974-03-22,3 ,22 ,0.4,45,5.1,10.6,29.78,37.2,221.1,10.3,3.80 ,98.7 ,0.046 ,0.066 ,2.291 ,0.233 ,0.335 ,12.500 ,0.629 ,0.283 ,0.346 ,81 ,(1),1.006 ,0.002 ,0.649 ,1.572 ,30.176 ,12.010 ,20.860 ,22.765 ,0.916 ,16.062 ,6.467 ,9.595 ,0,3.915 ,0.911 ,1.448 ,2.359 ,2.417
1974-03-23,3 ,23 ,0.7,61,1.9,10.5,49.06,37.2,221.1,10.3,1.41 ,98.7 ,0.046 ,0.066 ,1.481 ,0.324 ,0.457 ,4.652 ,0.643 ,0.392 ,0.251 ,82 ,(1),1.005 ,0.009 ,0.649 ,1.577 ,30.411 ,12.051 ,20.851 ,22.943 ,0.909 ,16.055 ,6.103 ,9.952 ,0,4.061 ,1.314 ,0.533 ,1.846 ,2.655
1974-03-24,3 ,24 ,2.7,65,0.7,2.9,22.14,37.2,221.1,10.3,0.52 ,98.7 ,0.053 ,0.066 ,1.177 ,0.406 ,0.505 ,1.701 ,0.742 ,0.482 ,0.260 ,83 ,(1),1.005 ,0.016 ,0.649 ,1.583 ,30.645 ,12.092 ,11.336 ,23.119 ,0.490 ,8.729 ,2.150 ,6.578 ,0,2.684 ,1.089 ,0.223 ,1.312 ,1.658
1974-03-25,3 ,25 ,5.7,60.5,1.2,7.5,41.17,37.2,221.1,10.3,0.89 ,98.7 ,0.064 ,0.066 ,1.304 ,0.426 ,0.440 ,2.885 ,0.916 ,0.554 ,0.362 ,84 ,(1),1.004 ,0.023 ,0.649 ,1.588 ,30.878 ,12.133 ,17.264 ,23.295 ,0.741 ,13.293 ,4.547 ,8.746 ,0,3.568 ,1.521 ,0.459 ,1.980 ,2.865
1974-03-26,3 ,26 ,6.9,57.8,1.5,7.9,39.29,37.2,221.1,10.3,1.12 ,98.7 ,0.068 ,0.066 ,1.380 ,0.430 ,0.413 ,3.591 ,0.995 ,0.575 ,0.420 ,85 ,(1),1.004 ,0.030 ,0.649 ,1.594 ,31.110 ,12.174 ,17.872 ,23.470 ,0.761 ,13.761 ,4.782 ,8.980 ,0,3.664 ,1.576 ,0.623 ,2.199 ,2.936
1974-03-27,3 ,27 ,5.1,59.8,1.7,10.1,50.7,37.2,221.1,10.3,1.27 ,98.7 ,0.061 ,0.066 ,1.430 ,0.395 ,0.423 ,4.096 ,0.878 ,0.525 ,0.353 ,86 ,(1),1.003 ,0.037 ,0.649 ,1.599 ,31.341 ,12.214 ,20.793 ,23.644 ,0.879 ,16.011 ,5.870 ,10.141 ,0,4.137 ,1.634 ,0.612 ,2.246 ,3.255
1974-03-28,3 ,28 ,6.5,64,1.5,9.7,42.68,37.2,221.1,10.3,1.12 ,98.7 ,0.067 ,0.066 ,1.380 ,0.424 ,0.417 ,3.596 ,0.968 ,0.620 ,0.348 ,87 ,(1),1.002 ,0.044 ,0.649 ,1.604 ,31.570 ,12.255 ,20.387 ,23.817 ,0.856 ,15.698 ,5.552 ,10.146 ,0,4.139 ,1.756 ,0.523 ,2.279 ,3.035
1974-03-29,3 ,29 ,9.1,60.3,1.7,8.2,39.34,37.2,221.1,10.3,1.27 ,98.7 ,0.078 ,0.066 ,1.430 ,0.454 ,0.382 ,4.038 ,1.156 ,0.697 ,0.459 ,88 ,(1),1.002 ,0.051 ,0.649 ,1.609 ,31.798 ,12.296 ,18.552 ,23.989 ,0.773 ,14.285 ,4.819 ,9.466 ,0,3.862 ,1.753 ,0.708 ,2.460 ,3.201
1974-03-30,3 ,30 ,11.5,61,1,9.1,38.61,37.2,221.1,10.3,0.74 ,98.7 ,0.090 ,0.066 ,1.253 ,0.522 ,0.381 ,2.355 ,1.357 ,0.828 ,0.529 ,89 ,(1),1.001 ,0.058 ,0.649 ,1.615 ,32.024 ,12.336 ,19.817 ,24.160 ,0.820 ,15.259 ,5.184 ,10.075 ,0,4.111 ,2.146 ,0.475 ,2.621 ,3.35
1974-03-31,3 ,31 ,7.2,80.3,3.5,0,11.5,37.2,221.1,10.3,2.61 ,98.7 ,0.070 ,0.066 ,1.886 ,0.360 ,0.339 ,8.370 ,1.016 ,0.816 ,0.200 ,90 ,(1),1.001 ,0.065 ,0.649 ,1.620 ,32.249 ,12.377 ,8.062 ,24.329 ,0.331 ,6.208 ,0.630 ,5.578 ,0,2.276 ,0.819 ,0.568 ,1.388 ,1.429
1974-04-01,4 ,1 ,4.7,48.3,3.7,10.2,49.2,37.2,221.1,10.3,2.75 ,98.7 ,0.060 ,0.066 ,1.937 ,0.320 ,0.351 ,8.928 ,0.854 ,0.413 ,0.442 ,91 ,(1),1.000 ,0.072 ,0.649 ,1.625 ,32.472 ,12.417 ,21.454 ,24.497 ,0.876 ,16.520 ,6.083 ,10.437 ,0,4.258 ,1.362 ,1.385 ,2.747 ,4.16
1974-04-02,4 ,2 ,5.7,53.3,3.8,10.3,40.5,37.2,221.1,10.3,2.83 ,98.7 ,0.064 ,0.066 ,1.962 ,0.330 ,0.341 ,9.136 ,0.916 ,0.488 ,0.428 ,92 ,(1),1.000 ,0.079 ,0.649 ,1.631 ,32.693 ,12.458 ,21.688 ,24.664 ,0.879 ,16.700 ,6.011 ,10.689 ,0,4.361 ,1.441 ,1.334 ,2.775 ,3.787
1974-04-03,4 ,3 ,8.6,48.8,3.4,10.9,49.42,37.2,221.1,10.3,2.53 ,98.7 ,0.076 ,0.066 ,1.861 ,0.383 ,0.332 ,8.091 ,1.117 ,0.545 ,0.572 ,93 ,(1),0.999 ,0.086 ,0.649 ,1.636 ,32.912 ,12.498 ,22.580 ,24.830 ,0.909 ,17.387 ,6.417 ,10.969 ,0,4.475 ,1.713 ,1.536 ,3.248 ,4.875
1974-04-04,4 ,4 ,10,64.3,2.7,1.1,11.37,37.2,221.1,10.3,2.01 ,98.7 ,0.082 ,0.066 ,1.683 ,0.427 ,0.340 ,6.393 ,1.228 ,0.790 ,0.438 ,94 ,(1),0.998 ,0.092 ,0.649 ,1.641 ,33.130 ,12.538 ,9.736 ,24.994 ,0.390 ,7.496 ,1.195 ,6.301 ,0,2.571 ,1.097 ,0.954 ,2.052 ,2.181
1974-04-05,4 ,5 ,9.5,64.8,1.2,6.1,38.17,37.2,221.1,10.3,0.89 ,98.7 ,0.080 ,0.066 ,1.304 ,0.483 ,0.397 ,2.846 ,1.187 ,0.769 ,0.418 ,95 ,(1),0.998 ,0.099 ,0.649 ,1.647 ,33.345 ,12.579 ,16.422 ,25.156 ,0.653 ,12.645 ,3.611 ,9.033 ,0,3.686 ,1.779 ,0.472 ,2.251 ,4.004
1974-04-06,4 ,6 ,13.7,53.8,1.3,9.1,45.79,37.2,221.1,10.3,0.97 ,98.7 ,0.102 ,0.066 ,1.329 ,0.539 ,0.347 ,3.038 ,1.568 ,0.843 ,0.724 ,96 ,(1),0.997 ,0.106 ,0.649 ,1.652 ,33.559 ,12.619 ,20.490 ,25.318 ,0.809 ,15.778 ,5.213 ,10.565 ,0,4.311 ,2.323 ,0.763 ,3.086 ,5.3
1974-04-07,4 ,7 ,12.2,76.3,3,0,5.03,37.2,221.1,10.3,2.23 ,98.7 ,0.094 ,0.066 ,1.759 ,0.448 ,0.314 ,7.049 ,1.421 ,1.084 ,0.337 ,97 ,(1),0.997 ,0.113 ,0.649 ,1.657 ,33.770 ,12.659 ,8.443 ,25.477 ,0.331 ,6.501 ,0.615 ,5.886 ,0,2.402 ,1.075 ,0.745 ,1.820 ,1.551
1974-04-08,4 ,8 ,12.7,42.8,3.1,11,53,37.2,221.1,10.3,2.31 ,98.7 ,0.096 ,0.066 ,1.785 ,0.451 ,0.308 ,7.271 ,1.469 ,0.629 ,0.840 ,98 ,(1),0.996 ,0.120 ,0.649 ,1.662 ,33.980 ,12.698 ,23.213 ,25.635 ,0.905 ,17.874 ,6.541 ,11.333 ,0,4.624 ,2.086 ,1.878 ,3.964 ,5.994
1974-04-09,4 ,9 ,9.9,49.8,2.5,11.3,52.03,37.2,221.1,10.3,1.86 ,98.7 ,0.082 ,0.066 ,1.633 ,0.433 ,0.347 ,5.922 ,1.220 ,0.607 ,0.612 ,99 ,(1),0.996 ,0.126 ,0.649 ,1.667 ,34.187 ,12.738 ,23.711 ,25.792 ,0.919 ,18.257 ,6.476 ,11.781 ,0,4.807 ,2.081 ,1.259 ,3.340 ,5.231
1974-04-10,4 ,10 ,8.5,70.3,2,11.1,50.19,37.2,221.1,10.3,1.49 ,98.7 ,0.075 ,0.066 ,1.506 ,0.432 ,0.377 ,4.761 ,1.110 ,0.780 ,0.330 ,100 ,(1),0.995 ,0.133 ,0.649 ,1.673 ,34.392 ,12.778 ,23.536 ,25.946 ,0.907 ,18.123 ,5.839 ,12.284 ,0,5.012 ,2.166 ,0.592 ,2.758 ,4.661
1974-04-11,4 ,11 ,8.4,57.5,1.6,6.1,33.86,37.2,221.1,10.3,1.19 ,98.7 ,0.075 ,0.066 ,1.405 ,0.448 ,0.393 ,3.810 ,1.102 ,0.634 ,0.468 ,101 ,(1),0.994 ,0.140 ,0.649 ,1.678 ,34.595 ,12.817 ,16.881 ,26.099 ,0.647 ,12.999 ,3.684 ,9.314 ,0,3.800 ,1.702 ,0.701 ,2.404 ,3.595
1974-04-12,4 ,12 ,12.4,56.5,1.3,11,59.2,37.2,221.1,10.3,0.97 ,98.7 ,0.095 ,0.066 ,1.329 ,0.520 ,0.361 ,3.052 ,1.440 ,0.814 ,0.626 ,102 ,(1),0.994 ,0.146 ,0.649 ,1.683 ,34.796 ,12.856 ,23.585 ,26.251 ,0.898 ,18.160 ,6.013 ,12.148 ,0,4.956 ,2.579 ,0.690 ,3.269 ,6.224
1974-04-13,4 ,13 ,11.2,74.5,2.1,0,5.42,37.2,221.1,10.3,1.56 ,98.7 ,0.088 ,0.066 ,1.532 ,0.468 ,0.348 ,4.951 ,1.330 ,0.991 ,0.339 ,103 ,(1),0.993 ,0.153 ,0.649 ,1.688 ,34.994 ,12.895 ,8.748 ,26.400 ,0.331 ,6.736 ,0.626 ,6.110 ,0,2.493 ,1.166 ,0.584 ,1.749 ,1.457
1974-04-14,4 ,14 ,11,65.3,2.1,9.3,50.71,37.2,221.1,10.3,1.56 ,98.7 ,0.087 ,0.066 ,1.532 ,0.465 ,0.350 ,4.955 ,1.313 ,0.857 ,0.456 ,104 ,(1),0.993 ,0.159 ,0.649 ,1.693 ,35.190 ,12.934 ,21.448 ,26.548 ,0.808 ,16.515 ,4.981 ,11.534 ,0,4.706 ,2.186 ,0.789 ,2.975 ,5.189
1974-04-15,4 ,15 ,10.5,59.8,2,7.9,45.05,37.2,221.1,10.3,1.49 ,98.7 ,0.085 ,0.066 ,1.506 ,0.461 ,0.358 ,4.727 ,1.270 ,0.759 ,0.510 ,105 ,(1),0.992 ,0.166 ,0.649 ,1.698 ,35.383 ,12.973 ,19.619 ,26.694 ,0.735 ,15.107 ,4.444 ,10.662 ,0,4.350 ,2.008 ,0.863 ,2.870 ,4.723
1974-04-16,4 ,16 ,8.4,70.8,1.9,5.7,36.05,37.2,221.1,10.3,1.41 ,98.7 ,0.075 ,0.066 ,1.481 ,0.435 ,0.382 ,4.524 ,1.102 ,0.780 ,0.322 ,106 ,(1),0.992 ,0.172 ,0.649 ,1.703 ,35.574 ,13.012 ,16.685 ,26.838 ,0.622 ,12.848 ,3.262 ,9.586 ,0,3.911 ,1.701 ,0.556 ,2.257 ,3.617
1974-04-17,4 ,17 ,9.2,67,1.1,6.2,36.24,37.2,221.1,10.3,0.82 ,98.7 ,0.078 ,0.066 ,1.278 ,0.483 ,0.404 ,2.612 ,1.164 ,0.780 ,0.384 ,107 ,(1),0.991 ,0.179 ,0.649 ,1.708 ,35.762 ,13.050 ,17.436 ,26.980 ,0.646 ,13.425 ,3.523 ,9.902 ,0,4.040 ,1.952 ,0.405 ,2.358 ,3.802
1974-04-18,4 ,18 ,12.5,48.8,1.9,10.5,49.56,37.2,221.1,10.3,1.41 ,98.7 ,0.095 ,0.066 ,1.481 ,0.495 ,0.341 ,4.459 ,1.449 ,0.707 ,0.742 ,108 ,(1),0.991 ,0.185 ,0.649 ,1.713 ,35.948 ,13.088 ,23.406 ,27.120 ,0.863 ,18.023 ,5.915 ,12.108 ,0,4.940 ,2.444 ,1.129 ,3.573 ,5.488
1974-04-19,4 ,19 ,12.6,45,1.4,10.6,57.91,37.2,221.1,10.3,1.04 ,98.7 ,0.096 ,0.066 ,1.354 ,0.519 ,0.356 ,3.285 ,1.459 ,0.657 ,0.802 ,109 ,(1),0.990 ,0.191 ,0.649 ,1.718 ,36.131 ,13.126 ,23.621 ,27.258 ,0.867 ,18.188 ,6.073 ,12.115 ,0,4.943 ,2.563 ,0.937 ,3.500 ,6.099
1974-04-20,4 ,20 ,12.8,56,1.5,3.8,26.57,37.2,221.1,10.3,1.12 ,98.7 ,0.097 ,0.066 ,1.380 ,0.517 ,0.350 ,3.517 ,1.478 ,0.828 ,0.650 ,110 ,(1),0.990 ,0.197 ,0.649 ,1.723 ,36.311 ,13.164 ,14.319 ,27.394 ,0.523 ,11.025 ,2.479 ,8.546 ,0,3.487 ,1.802 ,0.801 ,2.603 ,3.555
1974-04-21,4 ,21 ,9.5,73.3,5.1,7.5,47.6,37.2,221.1,10.3,3.80 ,98.7 ,0.080 ,0.066 ,2.291 ,0.347 ,0.285 ,12.097 ,1.187 ,0.870 ,0.317 ,111 ,(1),0.989 ,0.203 ,0.649 ,1.728 ,36.489 ,13.202 ,19.487 ,27.528 ,0.708 ,15.005 ,3.969 ,11.036 ,0,4.503 ,1.562 ,1.093 ,2.655 ,4.242
1974-04-22,4 ,22 ,6.2,76.8,2.2,2.9,18.46,37.2,221.1,10.3,1.64 ,98.7 ,0.066 ,0.066 ,1.557 ,0.391 ,0.391 ,5.280 ,0.948 ,0.728 ,0.220 ,112 ,(1),0.988 ,0.210 ,0.649 ,1.733 ,36.664 ,13.239 ,13.182 ,27.660 ,0.477 ,10.150 ,1.932 ,8.218 ,0,3.353 ,1.310 ,0.455 ,1.764 ,2.05
1974-04-23,4 ,23 ,10.5,62.8,0.9,11.3,60.42,37.2,221.1,10.3,0.67 ,98.7 ,0.085 ,0.066 ,1.228 ,0.513 ,0.397 ,2.127 ,1.270 ,0.797 ,0.472 ,113 ,(1),0.988 ,0.216 ,0.649 ,1.738 ,36.836 ,13.276 ,24.886 ,27.790 ,0.896 ,19.162 ,5.862 ,13.301 ,0,5.427 ,2.781 ,0.399 ,3.180 ,6.031
1974-04-24,4 ,24 ,14.5,80,2.8,2.2,17.49,37.2,221.1,10.3,2.08 ,98.7 ,0.107 ,0.066 ,1.709 ,0.488 ,0.300 ,6.526 ,1.651 ,1.321 ,0.330 ,114 ,(1),0.987 ,0.222 ,0.649 ,1.743 ,37.006 ,13.313 ,12.309 ,27.918 ,0.441 ,9.478 ,1.474 ,8.004 ,0,3.266 ,1.592 ,0.646 ,2.238 ,2.628
1974-04-25,4 ,25 ,11.1,80.5,3.4,5.3,37.5,37.2,221.1,10.3,2.53 ,98.7 ,0.088 ,0.066 ,1.861 ,0.418 ,0.313 ,8.019 ,1.321 ,1.064 ,0.258 ,115 ,(1),0.987 ,0.227 ,0.649 ,1.747 ,37.173 ,13.349 ,16.673 ,28.044 ,0.595 ,12.838 ,2.834 ,10.004 ,0,4.082 ,1.707 ,0.646 ,2.353 ,3.8
1974-04-26,4 ,26 ,7,86,3.1,4.5,35.92,37.2,221.1,10.3,2.31 ,98.7 ,0.069 ,0.066 ,1.785 ,0.370 ,0.353 ,7.419 ,1.002 ,0.862 ,0.140 ,116 ,(1),0.986 ,0.233 ,0.649 ,1.752 ,37.337 ,13.385 ,15.610 ,28.168 ,0.554 ,12.020 ,2.526 ,9.494 ,0,3.873 ,1.433 ,0.367 ,1.800 ,3.03
1974-04-27,4 ,27 ,12,69,1.6,10.4,54.6,37.2,221.1,10.3,1.19 ,98.7 ,0.092 ,0.066 ,1.405 ,0.501 ,0.355 ,3.762 ,1.403 ,0.968 ,0.435 ,117 ,(1),0.986 ,0.239 ,0.649 ,1.757 ,37.498 ,13.421 ,23.903 ,28.289 ,0.845 ,18.405 ,5.185 ,13.220 ,0,5.394 ,2.701 ,0.581 ,3.282 ,5.736
1974-04-28,4 ,28 ,10.6,86,2.4,0.3,9.81,37.2,221.1,10.3,1.79 ,98.7 ,0.085 ,0.066 ,1.608 ,0.447 ,0.344 ,5.671 ,1.278 ,1.099 ,0.179 ,118 ,(1),0.985 ,0.245 ,0.649 ,1.761 ,37.656 ,13.457 ,9.834 ,28.409 ,0.346 ,7.572 ,0.721 ,6.852 ,0,2.795 ,1.249 ,0.349 ,1.598 ,1.529
1974-04-29,4 ,29 ,11.5,71,1.8,8.4,48.44,37.2,221.1,10.3,1.34 ,98.7 ,0.090 ,0.066 ,1.456 ,0.485 ,0.354 ,4.240 ,1.357 ,0.963 ,0.394 ,119 ,(1),0.985 ,0.250 ,0.649 ,1.766 ,37.812 ,13.492 ,21.224 ,28.526 ,0.744 ,16.342 ,4.268 ,12.074 ,0,4.926 ,2.387 ,0.591 ,2.978 ,5.082
1974-04-30,4 ,30 ,12.1,76.8,3.3,3.6,30.85,37.2,221.1,10.3,2.46 ,98.7 ,0.093 ,0.066 ,1.835 ,0.436 ,0.307 ,7.756 ,1.412 ,1.084 ,0.328 ,120 ,(1),0.984 ,0.256 ,0.649 ,1.771 ,37.964 ,13.527 ,14.543 ,28.641 ,0.508 ,11.198 ,2.115 ,9.083 ,0,3.706 ,1.615 ,0.781 ,2.396 ,3.548
1974-05-01,5 ,1 ,11.8,63,1.7,11.2,61.39,37.2,221.1,10.3,1.27 ,98.7 ,0.091 ,0.066 ,1.430 ,0.493 ,0.354 ,4.000 ,1.384 ,0.872 ,0.512 ,121 ,(1),0.984 ,0.261 ,0.649 ,1.775 ,38.114 ,13.561 ,25.267 ,28.754 ,0.879 ,19.456 ,5.658 ,13.798 ,0,5.630 ,2.777 ,0.726 ,3.503 ,6.954
1974-05-02,5 ,2 ,12.2,63.3,1.4,10.8,50.7,37.2,221.1,10.3,1.04 ,98.7 ,0.094 ,0.066 ,1.354 ,0.513 ,0.360 ,3.289 ,1.421 ,0.900 ,0.522 ,122 ,(1),0.983 ,0.267 ,0.649 ,1.780 ,38.261 ,13.595 ,24.762 ,28.865 ,0.858 ,19.067 ,5.444 ,13.623 ,0,5.558 ,2.850 ,0.617 ,3.467 ,6.063
1974-05-03,5 ,3 ,13.3,61.3,1.6,11.4,54.75,37.2,221.1,10.3,1.19 ,98.7 ,0.100 ,0.066 ,1.405 ,0.519 ,0.342 ,3.745 ,1.527 ,0.936 ,0.591 ,123 ,(1),0.983 ,0.272 ,0.649 ,1.784 ,38.404 ,13.629 ,25.662 ,28.973 ,0.886 ,19.760 ,5.711 ,14.049 ,0,5.732 ,2.977 ,0.757 ,3.734 ,6.67
